,url,date,user,tweet,tweet_id,followers_count,friends_count,statuses_count,location,reply_count,retweet_count,like_count,mentioned_user,score,label,clean_tweets
11,https://twitter.com/EdwardCullen347/status/1604449508292587522,2022-12-18 12:12:26,EdwardCullen347,Dan Indonesia akan terbebas dari jurang resesi. #InvestorDukungPengusahaMuda #jokowihebat,1604449508292587522,26,12,22405,Semarang,0,0,0,,0.9937378168106079,neutral,indonesia terbebas jurang investordukungpengusahamuda jokowihebat
12,https://twitter.com/iwankmetal/status/1604449231586328577,2022-12-18 12:11:20,iwankmetal,"Di tengah ancaman resesi global BRI tetap berhasil menumbuh kembangkan UMKM dengan portofolio kredit UMKM BRI yang mencapai 84% dari total kredit

#BRI
#HUT127BRI
#UMKMBRITumbuh",1604449231586328577,1,23,57,,0,0,0,,0.8873738050460815,neutral,ancaman global bri berhasil menumbuh kembangkan umkm portofolio kredit umkm bri mencapai total kredit bri umkmbritumbuh
13,https://twitter.com/pak_lambe/status/1604449186338213894,2022-12-18 12:11:09,pak_lambe,anies gagal resesi https://t.co/ZQDfoblv18 #HTIDukungAnies,1604449186338213894,22,15,1015,"West Sulawesi, Indonesia",0,0,0,,0.9663454294204712,neutral,anies gagal htidukunganies
14,https://twitter.com/UZubaydach/status/1604448539580727296,2022-12-18 12:08:35,UZubaydach,"@AREAJULID Bener juga sih, apalagi kan katanya 2023 bakal ada resesi atau apa itu",1604448539580727296,2,83,412,,0,0,0,AREAJULID,0.6365312933921814,negative,areajulid bener
15,https://twitter.com/adibulloh/status/1604448451244085248,2022-12-18 12:08:14,adibulloh,"@susipudjiastuti Gimana lah ini bu, katanya Swasembada tp impor
Jangan-jangan katanya Indonesia aman dr Resesi, nyatanya jg tetap resesi",1604448451244085248,0,102,47,"West Borneo, Indonesia",0,0,0,susipudjiastuti,0.8888871669769287,negative,susipudjiastuti gimana bu swasembada impor indonesia aman
16,https://twitter.com/saaakhiiie/status/1604448281605521408,2022-12-18 12:07:34,saaakhiiie,@rzrhmn Km open bo jg donk jadinya jah ???????????? nambah2 pemasukan sebelum resesi,1604448281605521408,186,65,9352,,1,0,0,rzrhmn,0.9320948123931885,neutral,rzrhmn km open bo donk jah pemasukan
17,https://twitter.com/lhcmhl/status/1604446288740655105,2022-12-18 11:59:39,lhcmhl,@freakinsides @FOODFESS2 efek resesi dip ????,1604446288740655105,68,528,10525,,0,0,0,freakinsides,0.948302686214447,neutral,freakinsides efek dip
18,https://twitter.com/Bisnis2014/status/1604445681040519168,2022-12-18 11:57:14,Bisnis2014,Amankan segera #Investasi Akhirat Anda jelang #resesi dg DP #Umroh &amp; Berangkat ke #TanahSuci bersama #SahabatUmroh #KabilahTour #KabilahGroup https://t.co/hcwhJYSv1g,1604445681040519168,17829,14057,47569,Bandung-Jakarta,0,0,1,,0.9895729422569275,neutral,amankan investasi akhirat jelang dp umroh berangkat tanahsuci sahabatumroh kabilahtour kabilahgroup
19,https://twitter.com/yuyud_brawn/status/1604443060200300546,2022-12-18 11:46:49,yuyud_brawn,"@mbahsambatwae @nksthi Resesi, inflasi, istri.",1604443060200300546,388,212,14726,Pinggir lapangan,0,0,0,mbahsambatwae,0.9218921065330505,neutral,mbahsambatwae nksthi inflasi istri
20,https://twitter.com/KingjayaAdv/status/1604442622587805698,2022-12-18 11:45:04,KingjayaAdv,"Hadapi Resesi 2023, FKPPIB Gelar Seminar https://t.co/5gQDHlTle5",1604442622587805698,23,59,3789,"Bandar Lampung, Lampung",0,0,0,,0.9968335032463074,neutral,hadapi fkppib gelarseminar
21,https://twitter.com/MediaGresik/status/1604442446922125312,2022-12-18 11:44:23,MediaGresik,Duh resesi... https://t.co/UOQrwtyVD8,1604442446922125312,468,163,10449,Indonesia,0,0,0,,0.59770268201828,negative,duh
22,https://twitter.com/sensus_888/status/1604441707147206657,2022-12-18 11:41:26,sensus_888,"@denai69 @Uki23 Utk pendidikan sedikit gue jelasin lol uki..

10 x lipat itu secara nasional,lalu knpa DKI yg tertinggi..ya itu tadi karena pandemi dimana biaya kehidupan di DKI itu tinggi yg akibat dr bisa PHK,resesi ekonomi yg mengharuskan anak membantu org tua https://t.co/G3xd1jKGM0",1604441707147206657,2179,1741,21299,,0,0,1,denai69,0.5407460927963257,neutral,pendidikan jelasin lol uki lipat nasional knpa dki tertinggi pandemi dimana biaya kehidupan dki akibat phk ekonomi mengharuskan anak membantu tua
23,https://twitter.com/beritajabarid/status/1604441135912726528,2022-12-18 11:39:10,beritajabarid,Mengapresiasi Kartu Prakerja di Tengah Ancaman Resesi Ekonomi Global https://t.co/TBlRwZwWFt,1604441135912726528,46,167,3545,bandung,0,0,0,,0.9881872534751892,neutral,mengapresiasi kartu prakerja ancaman ekonomi global tblrwzwwft
24,https://twitter.com/alveww/status/1604441084003696640,2022-12-18 11:38:58,alveww,"@KatolikG Kesehatan untukku n seluruh keluargaku, rejeki yang banyak untuk menghadapi tahun resesi, kewarasan jiwa n pikiran...smoga saya ga jadi odgj tahun depan ????",1604441084003696640,45,65,5900,,0,0,0,KatolikG,0.7669220566749573,positive,katolikg kesehatan untukku keluargaku rejeki menghadapi kewarasan jiwa pikiran smoga odgj
25,https://twitter.com/BadryUnis/status/1604438397476474880,2022-12-18 11:28:17,BadryUnis,@pnsdaerahjelata @PNS_Ababil Kita wajib bersyukur karena sampai saat ini indonesia tidak resesi.,1604438397476474880,32,412,864,,0,1,1,pnsdaerahjelata,0.9324272871017456,positive,pnsdaerahjelata pns ababil wajib bersyukur indonesia
26,https://twitter.com/muItatuIi/status/1604438126625054720,2022-12-18 11:27:13,muItatuIi,@arajahat @FOODFESS2 letso bahas duit siapin resesi 2023,1604438126625054720,399,757,16863,Unknown,0,0,0,arajahat,0.9512878060340881,neutral,arajahat letso bahas duit siapin
27,https://twitter.com/Bisniscom/status/1604438086771179521,2022-12-18 11:27:03,Bisniscom,"Ini strategi Astra Sedaya Finance (ASF) dalam menghadapi tantangan ekonomi pada 2023, meski global dibayangi resesi. https://t.co/m2Qij30XdH",1604438086771179521,1149938,62,1434114,"Jakarta, Indonesia",0,0,2,,0.9950071573257446,neutral,strategi astra sedaya finance menghadapi tantangan ekonomi global dibayangi
28,https://twitter.com/muhyori/status/1604436705381007360,2022-12-18 11:21:34,muhyori,"@theoyudhistiro Taun depan resesi, harus nabung.",1604436705381007360,592,285,23303,Yogyakarta,0,0,0,theoyudhistiro,0.9551125168800354,neutral,theoyudhistiro taun nabung
29,https://twitter.com/harian_momentum/status/1604435695510376448,2022-12-18 11:17:33,harian_momentum,FKPPIB Gelar Seminar Ancaman Global Resesi Ekonomi 2023 | Harian Momentum https://t.co/Jpz0JevsPV,1604435695510376448,487,257,78655,Bandarlampung,0,1,0,,0.9971482157707214,neutral,fkppib gelar seminar ancaman global ekonomi harian momentum
30,https://twitter.com/FajarIDNetwork/status/1604434862424739840,2022-12-18 11:14:14,FajarIDNetwork,"Ajak Masyarakat Beli Produk Lokal, Ridwan Kamil: Jangan Panik, Insya Allah Resesi Tak Terjadi di Indonesia

Follow kami untuk berita menarik lainnya????

Minggu Sore Friendly Olla Drake Wendy Karen's Diner Hapsun ECHR Punjab Tunggal Jikjin Parkir Xiao
https://t.co/LDPYCFpcul",1604434862424739840,46,0,9692,Indonesia,0,0,0,,0.9883456230163574,neutral,ajak masyarakat beli produk lokal ridwan kamil panik insya allah indonesia follow berita menarik minggu sore friendly olla drake wendy karen diner hapsun echr punjab tunggal jikjin parkir xiao ldpycfpcul
31,https://twitter.com/gowest_id/status/1604434548221423616,2022-12-18 11:12:59,gowest_id,NGOBROL EVERYWHERE LIVE : Bahas Ekonomi Batam 2023 dan Ancaman Resesi https://t.co/HvyEjKm0GD,1604434548221423616,22,0,15520,,0,0,0,,0.9965236783027649,neutral,ngobrol everywhere live bahas ekonomi batam ancaman
32,https://twitter.com/gowestid/status/1604434526092292096,2022-12-18 11:12:54,gowestid,NGOBROL EVERYWHERE LIVE : Bahas Ekonomi Batam 2023 dan Ancaman Resesi https://t.co/yRmVTaESSE,1604434526092292096,4563,9,37923,Indonesia,0,0,0,,0.9961383938789368,neutral,ngobrol everywhere live bahas ekonomi batam ancaman yrmvtaesse
33,https://twitter.com/hwisolute/status/1604432124118937600,2022-12-18 11:03:21,hwisolute,@keiyopon Smengat menabung konser ditengah resesi????????,1604432124118937600,1269,2175,194212,????????️????????️????????,0,0,0,keiyopon,0.6616848707199097,negative,keiyopon smengat menabung konser ditengah
34,https://twitter.com/rslnbdmn/status/1604430111948042241,2022-12-18 10:55:22,rslnbdmn,"ada wacana 2023 itu resesi, semoga hasil kebun ini bisa mengndalikan wacana itu..",1604430111948042241,225,1644,1573,BACOT 02:00 AM ???? HTML | SEO,0,0,0,,0.8916305303573608,neutral,wacana hasil kebun mengndalikan wacana
35,https://twitter.com/RMOLJatim_id/status/1604424874247991298,2022-12-18 10:34:33,RMOLJatim_id,"Ancaman Resesi 2023, Anggota DPRD Jatim Tawarkan Program Gus Muhaimin dan PKB Untuk Solusi: Partai Kebangkitan Bangsa menawarkan strategi atasi ancaman resesi ekonomi global.

baca selengkapnya di berita rmoljatim : Ancaman Resesi 2023, Anggota DPRD… https://t.co/sUSxL0USeR",1604424874247991298,20,149,3707,Surabaya,0,0,0,,0.9941719174385071,neutral,ancaman anggota dprd jatim tawarkan program gus muhaimin pkb solusi partai kebangkitan bangsa menawarkan strategi atasi ancaman ekonomi global baca selengkapnya berita rmoljatim ancaman anggota dprd
36,https://twitter.com/kompascom/status/1604422861766430722,2022-12-18 10:26:33,kompascom,"LPDB KUMKM memprediksi, potensi resesi ekonomi di 2023 tak akan mengganggu kinerja penyaluran dana bergulir pada pelaku koperasi dan UMKM di Indonesia https://t.co/j0eKJuKO9y",1604422861766430722,8456101,30,2256769,Jakarta,0,0,0,,0.9887928366661072,neutral,lpdb kumkm memprediksi potensi ekonomi mengganggu kinerja penyaluran dana bergulir pelaku koperasi umkm indonesia
37,https://twitter.com/ShalyoWiga/status/1604422440066502659,2022-12-18 10:24:53,ShalyoWiga,"#NowPlaying️ 
Lenny - Chrisye 
(1983) 
Album : Resesi
Req by Lusi Siswosuwarno

Only on #RetroRequest 
https://t.co/6rjE3qYsoc…

https://t.co/g0Vsj1CaxX… 

https://t.co/3m29SLEelF…",1604422440066502659,621,657,3226,,0,0,0,,0.9817867875099182,neutral,nowplaying lenny chrisye album req by lusi siswosuwarno only on retrorequest
38,https://twitter.com/rizkyocktorian/status/1604421572835815424,2022-12-18 10:21:26,rizkyocktorian,"Mau ke psikiater karena takut tahun depan resesi ????????

Mau ke psikiater karena tahun depan takut resepsi????????",1604421572835815424,239,244,7022,Indonesia,0,0,0,,0.6261115074157715,negative,psikiater takut psikiater takut resepsi
39,https://twitter.com/_yasmijn/status/1604413360191074304,2022-12-18 09:48:48,_yasmijn,resesi what https://t.co/32xCNTSgNH,1604413360191074304,848,515,76322,Bandung,0,1,0,,0.9309893846511841,neutral,what
40,https://twitter.com/anismanto/status/1604412089686036480,2022-12-18 09:43:45,anismanto,Selamat menyambut Natal dan tahun baru dan resesi dan semuanya. https://t.co/xOaepl5zUN,1604412089686036480,885,659,20511,"Yogyakarta, Indonesia",0,0,0,,0.8235628008842468,neutral,selamat menyambut natal
41,https://twitter.com/G0dWillinG/status/1604411411429347330,2022-12-18 09:41:03,G0dWillinG,"tahun ini banyak tragedi, tahun depan siap menghadapi resesi ekonomi ???? https://t.co/oHa6Bln3BQ",1604411411429347330,3206,2112,27469,Bornean,0,0,0,,0.9761655330657959,neutral,tragedi menghadapi ekonomi
42,https://twitter.com/BayuGorontalo/status/1604411108214788097,2022-12-18 09:39:51,BayuGorontalo,"Pak Menteri BUMN @erickthohir berkarya untuk umat, beliau juga memperkuat industri kreatif &amp; transformasi BUMN siap hadapi resesi di tahun 2023

CC @jokowi @erickthohir @bahlillahadalia @AryaKuntadi @andimapawa @TalkaboutBUMN @KemenBUMN https://t.co/dFo6lwwbXW",1604411108214788097,701,2598,4395,"Gorontalo,Indonesia",0,0,0,erickthohir,0.9852649569511414,neutral,menteri bumn erickthohir berkarya umat beliau memperkuat industri kreatif transformasi bumn hadapi cc jokowi erickthohir bahlillahadalia aryakuntadi andimapawa talkaboutbumn kemenbumn
43,https://twitter.com/cindy_pon/status/1604409448268976131,2022-12-18 09:33:15,cindy_pon,"@nusantara_one @Amall_AN On ta itu oon????, mereka itu pikir resesi itu seperti pesta kawinan ????????????????????",1604409448268976131,219,153,5986,Indonesia,0,0,1,nusantara_one,0.978854775428772,negative,nusantara one amall an on ta oon pikir pesta kawinan
44,https://twitter.com/klikwarta_com/status/1604406000634560513,2022-12-18 09:19:33,klikwarta_com,Mengapresiasi Kartu Prakerja di Tengah Ancaman Resesi Ekonomi Global https://t.co/RuIIGALPK0 #News #Berita #Kabar #Popular #klikwarta,1604406000634560513,390,866,49524,"Kota Bengkulu, Bengkulu",0,0,0,,0.9965226650238037,neutral,mengapresiasi kartu prakerja ancaman ekonomi global news berita kabar popular klikwarta
45,https://twitter.com/pahlevi0884/status/1604403517480787969,2022-12-18 09:09:41,pahlevi0884,"Transformasi BUMN yang dijalankan menteri BUMN Erick Thohir menjadi kekuatan untuk menghadapi resesi, BUMN bisa bertahan ditengah kondisi tekanan ekonomi global. 

#BangkitBersamaET 
@erickthohir https://t.co/4r5qc764YT",1604403517480787969,19,57,1157,,0,0,0,erickthohir,0.9719039797782898,neutral,transformasi bumn dijalankan menteri bumn erick thohir kekuatan menghadapi bumn bertahan ditengah kondisi tekanan ekonomi global bangkitbersamaet erickthohir
46,https://twitter.com/medcom_id/status/1604402592833884160,2022-12-18 09:06:01,medcom_id,Ridwan Kamil Yakin Indonesia Tak Dihantam Badai Resesi https://t.co/dxjhGYiLeb,1604402592833884160,43001,44,358190,"Jakarta Capital Region, Indone",0,0,0,,0.9937124848365784,neutral,ridwan kamil indonesia dihantam badai dxjhgyileb
47,https://twitter.com/itsme_miaaja/status/1604394615263502336,2022-12-18 08:34:19,itsme_miaaja,@lettachantik Huum Pak Jokowi suruh abiskan anggaran belanja daerah utk hindari resesi 2023 tp dia malah oon ????,1604394615263502336,1234,1183,1661,"Medan Baru, Indonesia",0,0,0,lettachantik,0.9511886835098267,negative,lettachantik huum jokowi suruh abiskan anggaran belanja daerah hindari oon
48,https://twitter.com/gumelarpp/status/1604391391060033536,2022-12-18 08:21:30,gumelarpp,"Upah Minimum Provinsi Naik 2023, Solusi Mengatasi Gelombang Resesi Global yang Mengancam? https://t.co/3F56ZYHeWw",1604391391060033536,18,16,161,Kota Cirebon,0,0,1,,0.986850917339325,neutral,upah minimum provinsi solusi mengatasi gelombang global mengancam
49,https://twitter.com/cnbcindonesia/status/1604388940378968065,2022-12-18 08:11:46,cnbcindonesia,"Meski Resesi,Penambang Yakin Ekspor Batu RI 2023 Masih Tinggi https://t.co/LDfpR0O3KF",1604388940378968065,190058,34,291477,Jakarta Capital Region,0,0,0,,0.9871861338615417,neutral,penambang ekspor batu ri
50,https://twitter.com/PasukanPawkemon/status/1604388170753118208,2022-12-18 08:08:42,PasukanPawkemon,@pawluvz AMIIINNN gak kena resesi,1604388170753118208,1565,816,109908,pet cargo,1,0,0,pawluvz,0.9805437922477722,positive,pawluvz amiiinnn kena
51,https://twitter.com/idntimes/status/1604388027564187649,2022-12-18 08:08:08,idntimes,Strategi Ridwan Kamil Hindari Resesi Terjadi di Indonesia https://t.co/NNNlFEat8j,1604388027564187649,408121,292,866216,,0,0,0,,0.997026264667511,neutral,strategi ridwan kamil hindari indonesia
52,https://twitter.com/brianzxa/status/1604387045903716352,2022-12-18 08:04:14,brianzxa,"@9iomarco_ Banyak yang bilang sekarang Indonesia resesi sex, padahal yang resesi itu angka kelahiran, bukan sexnya.",1604387045903716352,60,119,296,,1,0,1,9iomarco_,0.961391031742096,negative,bilang indonesia sex angka kelahiran sexnya
53,https://twitter.com/VIVAcoid/status/1604384741385703424,2022-12-18 07:55:05,VIVAcoid,6 Program Gus Muhaimin Disebut Jadi Solusi Hadapi Ancaman Resesi 2023 https://t.co/kCm2QYCqDK https://t.co/S35NL2UR72,1604384741385703424,4648818,3,1626774,,0,0,1,,0.9953340888023376,neutral,program gus muhaimin solusi hadapi ancaman
54,https://twitter.com/Pelicicilan/status/1604381530461048832,2022-12-18 07:42:19,Pelicicilan,"Tahun depan diramalkan banyak pertengkaran, yep tahun resesi. Resesi lu, iye lu juga resesi.",1604381530461048832,9,301,24,"Jawa Tengah, Indonesia",0,0,0,,0.9912872910499573,negative,diramalkan pertengkaran yep iye
55,https://twitter.com/beritaekonomi24/status/1604380708369485824,2022-12-18 07:39:03,beritaekonomi24,"Khawatir Resesi, Harga Minyak Dunia Turun 2,4 Persen https://t.co/JcP5bFWJbX",1604380708369485824,9,11,3179,,0,0,0,,0.9934476017951965,neutral,khawatir harga minyak dunia turun persen
56,https://twitter.com/updateavika/status/1604379965558063105,2022-12-18 07:36:06,updateavika,Pemerintah siapkan strategi yang luar biasa untuk resesi global tahun depan. Jokowi Bangun Kami Maju #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/0UWZzc1G7A,1604379965558063105,93,237,1356,"Lampung Barat, Lampung",0,0,0,,0.9607148766517639,neutral,pemerintah siapkan strategi global jokowi bangun maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur
57,https://twitter.com/ryvrgs/status/1604377713665781760,2022-12-18 07:27:09,ryvrgs,"Kalau taun depan ga resesi, bisa up lebih $20k sih ini. Semoga tahun depan mengalami kedinamisan!
#AplikasiPintu #InvestasiCryptoJadiGampang https://t.co/HOZmCFenOS",1604377713665781760,1161,1418,5910,at home,0,0,0,,0.7831754088401794,neutral,taun up mengalami kedinamisan aplikasipintu investasicryptojadigampang hozmcfenos
58,https://twitter.com/joycaan/status/1604373976092119040,2022-12-18 07:12:18,joycaan,$10k deh takut resesi euy???? #AplikasiPintu #InvestasiCryptoJadiGampang https://t.co/jHVejLUf01,1604373976092119040,1084,1068,4883,NSA ,0,0,0,,0.9635545015335083,neutral,takut euy aplikasipintu investasicryptojadigampang
59,https://twitter.com/JayaKatwang15/status/1604373246681313280,2022-12-18 07:09:24,JayaKatwang15,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menyampaikan pertumbuhan ekonomi Indonesia yang kuat pada 2022 dapat menjadi bekal untuk menghadapi potensi resesi global pada 2023. Ditambah lagi, Indonesia akan menjadi ketua ASEAN pada 2023. https://t.co/ctJAuU98uX",1604373246681313280,25,18,15244,,0,0,0,,0.9435969591140747,neutral,menteri koordinator bidang perekonomian airlangga hartarto pertumbuhan ekonomi indonesia kuat bekal menghadapi potensi global ditambah indonesia ketua asean
60,https://twitter.com/SiputLpg/status/1604372927121596417,2022-12-18 07:08:08,SiputLpg,Pemerintah siapkan strategi yang luar biasa untuk resesi global tahun depan    #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/tqv2KDQ9nX,1604372927121596417,219,16,7206,Lampung Selatan,0,0,0,,0.9790367484092712,neutral,pemerintah siapkan strategi global jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur
61,https://twitter.com/medcom_id/status/1604371135109660674,2022-12-18 07:01:01,medcom_id,"Meski Ada Resesi, Penyaluran Dana Bergulir Koperasi dan UMKM Tak Akan Terganggu https://t.co/pJb8YM3ZLT",1604371135109660674,43001,44,358190,"Jakarta Capital Region, Indone",0,0,0,,0.9786224961280823,neutral,penyaluran dana bergulir koperasi umkm terganggu
62,https://twitter.com/tempodotco/status/1604370893035433985,2022-12-18 07:00:03,tempodotco,Warren Buffet Bagi Tips Investasi di Tahun Resesi https://t.co/URKNYtxafP #TempoBisnis,1604370893035433985,2173258,27,1114874,Indonesia,0,0,0,,0.9951784610748291,neutral,warren buffet tips investasi urknytxafp tempobisnis
63,https://twitter.com/rokoksurya121/status/1604367651450474496,2022-12-18 06:47:10,rokoksurya121,"@susipudjiastuti Apakah impor untuk menstabilkan harga di saat resesi 2023 nanti? Kalau ambil bahan beras dari lokal, mengakibatkan banyaknya permintaan sehingga harga nya menjadi tinggi, sehinga rakyat miskin tidak bisa membelinya..",1604367651450474496,347,2060,4633,,0,0,2,susipudjiastuti,0.9669070243835449,negative,susipudjiastuti impor menstabilkan harga ambil bahan beras lokal mengakibatkan banyaknya permintaan harga sehinga rakyat miskin membelinya
64,https://twitter.com/jokocho/status/1604365976325103620,2022-12-18 06:40:31,jokocho,Kalau di indo belum yakin sih kalau bakal resesi sek https://t.co/BX8CMIlfqm,1604365976325103620,679,660,57246,"Yogyakarta, Indonesia",0,0,0,,0.6479280591011047,neutral,indo sek
65,https://twitter.com/officialnova_id/status/1604363330662961153,2022-12-18 06:30:00,officialnova_id,"Selain menyiapkan dana darurat, kita juga mesti melakukan 2 hal ini agar siap menghadapi resesi.

https://t.co/VRn8YXGQ4k",1604363330662961153,68469,29,202009,"JKT, Indonesia",0,0,0,,0.9863043427467346,neutral,dana darurat mesti menghadapi
66,https://twitter.com/KuretaID/status/1604360979261050881,2022-12-18 06:20:39,KuretaID,UMKM Langkah Jitu Hadapi Ancaman Resesi Awal Tahun 2023 https://t.co/OHUtuZnm64,1604360979261050881,83,148,51342,Indonesia,0,0,0,,0.9946751594543457,neutral,umkm langkah jitu hadapi ancaman
67,https://twitter.com/roy1alien/status/1604360625412399105,2022-12-18 06:19:15,roy1alien,"@sbyfess Royal plaza ruame pol, bocil2 libur sekolah dan wayahe THR natal wes cair. Dinikmati aja, semoga ekonomi jln lancar dan gak jd resesi th depan https://t.co/0tTsJej3O5",1604360625412399105,155,168,16436,Indonesia,0,0,1,sbyfess,0.5351134538650513,neutral,sbyfess royal plaza ruame pol libur sekolah wayahe thr natal wes cair dinikmati ekonomi jln lancar th
68,https://twitter.com/jombangtodaycom/status/1604359875760373762,2022-12-18 06:16:16,jombangtodaycom,"Ancaman Resesi 2023, Anggota DPRD Jatim Ingatkan Ini Kepada Masyarakat https://t.co/8nK448kjUZ",1604359875760373762,2,4,170,,0,0,0,,0.9965999722480774,neutral,ancaman anggota dprd jatim ingatkan kepadamasyarakat
69,https://twitter.com/blank0429/status/1604359714023690240,2022-12-18 06:15:38,blank0429,"@PutraPadjadja20 @RamliRizal Justru karena sedang alami resesi moral para Pejabat &amp;elit makanya perlu Referendum agar bisa terlihat apakah keinginan Pemerintah tentang IKN baru itu simetris dgn keinginan Rakyat. 

Soal adanya kehidupan sosial terintegrasi.. bukannya bisa juga dilakukan pada Ibukota yg lama?",1604359714023690240,4824,3360,11248,,2,0,6,PutraPadjadja20,0.868017315864563,negative,ramlirizal alami moral pejabat elit referendum pemerintah ikn simetris rakyat kehidupan sosial terintegrasi ibukota
